Ss_15_95_20_30,Flying shores systems,0.3.1,Temporary support to adjacent structures,default,
Ss_15_95_20_32,Framed retention structure systems,7.4.1,Facade retention,default,
Ss_15_95_20_32,Framed retention structure systems,0.3.1,Temporary support to adjacent structures,,
Ss_15_95_20_70,Raking shores systems,7.4.1,Facade retention,,
Ss_15_95_20_70,Raking shores systems,0.3.1,Temporary support to adjacent structures,default,
Ss_15_95_20_72,Retention structure systems,7.4.1,Facade retention,default,
Ss_15_95_20_72,Retention structure systems,0.3.1,Temporary support to adjacent structures,,
Ss_15_95_45_42,Intercropping systems,8.3.2,External planting,default,unique
Ss_15_95_45_85,Spoil heap temporary crop systems,8.3.2,External planting,default,unique
Ss_15_95_45_90,Topsoil heap temporary crop systems,8.3.2,External planting,default,unique
Ss_20_05_15_65,Precast concrete pad and strip foundation systems,1.1.1,Standard foundations,default,unique
Ss_20_05_15_70,Reinforced concrete pad and strip foundation systems,1.1.1,Standard foundations,default,unique
Ss_20_05_15_71,Reinforced concrete pilecap and ground beam foundation systems,1.1.1,Standard foundations,default,unique
Ss_20_05_15_72,Reinforced concrete raft foundation systems,1.1.3,Lowest floor construction,default,unique
Ss_20_05_15_80,Steel ground beam foundation systems,1.1.1,Standard foundations,default,unique
Ss_20_05_15_90,Unreinforced concrete foundation systems for cast in products,1.1.1,Standard foundations,default,unique
Ss_20_05_15_91,Unreinforced concrete pad and strip foundation systems,1.1.1,Standard foundations,default,unique
Ss_20_05_15_92,Unreinforced concrete trench fill foundation systems,1.1.1,Standard foundations,default,unique
Ss_20_05_50_65,Precast concrete foundation and plinth systems,1.1.1,Standard foundations,default,unique
Ss_20_05_50_70,Reinforced concrete base or foundation systems,1.1.1,Standard foundations,default,unique
Ss_20_05_50_92,Unreinforced concrete foundation with cast in products systems,1.1.1,Standard foundations,default,unique
Ss_20_05_50_93,Unreinforced concrete foundation and plinth systems,1.1.1,Standard foundations,default,unique
Ss_20_05_65,Piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_24,Driven precast or prestressed concrete piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_40,In situ concrete augered piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_41,In situ concrete bored piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_42,In situ concrete cased displacement piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_43,In situ concrete displacement piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_44,In situ concrete mini-piling or micro-piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_64,Plunge column piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_76,Screw piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_84,Steel bearing pile systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_65_89,Timber piling systems,1.1.2,Specialist foundations,default,unique
Ss_20_05_90_10,Beam and pier unreinforced concrete underpinning systems,8.8.3,Underpinning to external site boundary walls,,
Ss_20_05_90_10,Beam and pier unreinforced concrete underpinning systems,1.1.2,Specialist foundations,default,
Ss_20_05_90_35,Grouted underpinning systems,8.8.3,Underpinning to external site boundary walls,,
Ss_20_05_90_35,Grouted underpinning systems,1.1.2,Specialist foundations,default,
Ss_20_05_90_45,Jacked pile underpinning systems,8.8.3,Underpinning to external site boundary walls,,
Ss_20_05_90_45,Jacked pile underpinning systems,1.1.2,Specialist foundations,default,
Ss_20_05_90_46,Jet grouted underpinning systems,8.8.3,Underpinning to external site boundary walls,,
Ss_20_05_90_46,Jet grouted underpinning systems,1.1.2,Specialist foundations,default,
Ss_20_05_90_50,Mass concrete underpinning systems,8.8.3,Underpinning to external site boundary walls,,
Ss_20_05_90_50,Mass concrete underpinning systems,1.1.2,Specialist foundations,default,
Ss_20_05_90_60,Pile and cantilever support underpinning systems,8.8.3,Underpinning to external site boundary walls,,
Ss_20_05_90_60,Pile and cantilever support underpinning systems,1.1.2,Specialist foundations,default,
Ss_20_05_90_61,Pile and needle underpinning systems,8.8.3,Underpinning to external site boundary walls,,
Ss_20_05_90_61,Pile and needle underpinning systems,1.1.2,Specialist foundations,default,
Ss_20_05_90_70,Raking pile underpinning systems,8.8.3,Underpinning to external site boundary walls,,
Ss_20_05_90_70,Raking pile underpinning systems,1.1.2,Specialist foundations,default,
Ss_20_10_30_30,Footbridge systems,8.2.1,"Roads, paths and pavings",default,
Ss_20_10_30_30,Footbridge systems,2.2.1,Floors,,
Ss_20_10_70_03,Animal shelter systems,6.1.1,Complete buildings,default,
Ss_20_10_70_03,Animal shelter systems,6.1.2,Building units,,
Ss_20_10_70_62,People shelter systems,6.1.1,Complete buildings,,
Ss_20_10_70_62,People shelter systems,8.5.1,Site/street furniture and equipment,default,
Ss_20_10_70_64,Plant shelter systems,6.1.1,Complete buildings,default,
Ss_20_10_70_64,Plant shelter systems,6.1.2,Building units,,
Ss_20_10_70_84,Storage shelter systems,6.1.1,Complete buildings,default,
Ss_20_10_70_84,Storage shelter systems,8.5.1,Site/street furniture and equipment,,
Ss_20_10_75_35,Heavy steel framing systems,2.1.1,Steel frames,default,unique
Ss_20_10_75_45,Light steel framing systems,2.1.1,Steel frames,default,unique
Ss_20_10_75_65,Precast reinforced concrete framing systems,2.1.4,Concrete frames,default,unique
Ss_20_10_75_70,In situ reinforced concrete framing systems,2.1.4,Concrete frames,default,unique
Ss_20_10_75_85,Timber framing systems,2.1.5,Timber frames,default,unique
Ss_20_60_30_08,Bored king post embedded retaining wall systems,1.1.5,Basement retaining walls,,
Ss_20_60_30_08,Bored king post embedded retaining wall systems,8.4.3,Retaining walls,default,
Ss_20_60_30_15,Contiguous bored pile embedded retaining wall systems,1.1.5,Basement retaining walls,default,
Ss_20_60_30_15,Contiguous bored pile embedded retaining wall systems,8.4.3,Retaining walls,,
Ss_20_60_30_24,Driven king post embedded retaining wall systems,1.1.5,Basement retaining walls,,
Ss_20_60_30_24,Driven king post embedded retaining wall systems,8.4.3,Retaining walls,default,
Ss_20_60_30_70,Reinforced concrete diaphragm retaining wall systems,1.1.5,Basement retaining walls,default,
Ss_20_60_30_70,Reinforced concrete diaphragm retaining wall systems,8.4.3,Retaining walls,,
Ss_20_60_30_80,Secant pile embedded retaining wall systems,1.1.5,Basement retaining walls,default,
Ss_20_60_30_80,Secant pile embedded retaining wall systems,8.4.3,Retaining walls,,
Ss_20_60_30_83,Slurry diaphragm embedded retaining wall systems,1.1.5,Basement retaining walls,default,unique
Ss_20_60_30_92,Unreinforced concrete diaphragm retaining wall systems,1.1.5,Basement retaining walls,default,
Ss_20_60_30_92,Unreinforced concrete diaphragm retaining wall systems,8.4.3,Retaining walls,,
Ss_20_60_35_10,Caged rock unit (gabion) retaining wall systems,8.4.3,Retaining walls,default,unique
Ss_20_60_35_15,Crib retaining wall systems,8.4.3,Retaining walls,default,unique
Ss_20_60_35_25,Drystack masonry unit retaining wall systems,8.4.3,Retaining walls,default,unique
Ss_20_60_35_50,Masonry retaining wall systems,1.1.5,Basement retaining walls,default,
Ss_20_60_35_50,Masonry retaining wall systems,8.4.3,Retaining walls,,
Ss_20_60_35_66,Precast concrete stem wall retaining wall systems,8.4.3,Retaining walls,default,unique
Ss_20_60_35_70,Reinforced concrete retaining wall systems,1.1.5,Basement retaining walls,default,
Ss_20_60_35_70,Reinforced concrete retaining wall systems,8.4.3,Retaining walls,,
Ss_20_60_35_72,Reinforced earth retaining wall systems,8.4.3,Retaining walls,,unique
Ss_20_60_35_90,Timber retaining wall systems,8.4.3,Retaining walls,default,unique
Ss_20_60_35_91,Tyre bale retaining wall systems,8.4.3,Retaining walls,default,unique
Ss_25_10_20_85,Stick curtain walling systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_10_20_90,Unitized curtain walling systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_10_30_35,Gypsum board partition systems,2.7.1,Walls and partitions,default,
Ss_25_10_30_35,Gypsum board partition systems,2.7.2,Balustrades and handrails,,
Ss_25_10_30_70,Rigid sheet partition systems,2.7.1,Walls and partitions,default,
Ss_25_10_30_70,Rigid sheet partition systems,2.7.2,Balustrades and handrails,,
Ss_25_10_32_35,Heavy steel wall framing systems,2.5.2,External enclosing walls below ground level,,
Ss_25_10_32_35,Heavy steel wall framing systems,2.7.1,Walls and partitions,,
Ss_25_10_32_35,Heavy steel wall framing systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_10_32_35,Heavy steel wall framing systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_10_32_45,Light steel wall framing systems,2.7.1,Walls and partitions,,
Ss_25_10_32_45,Light steel wall framing systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_10_32_45,Light steel wall framing systems,2.7.2,Balustrades and handrails,,
Ss_25_10_32_45,Light steel wall framing systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_10_32_90,Timber wall framing systems,2.7.1,Walls and partitions,,
Ss_25_10_32_90,Timber wall framing systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_10_32_90,Timber wall framing systems,2.7.2,Balustrades and handrails,,
Ss_25_10_32_90,Timber wall framing systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_10_35_95,Vertical patent glazing systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_11_16_65,Precast concrete wall systems,2.5.2,External enclosing walls below ground level,,
Ss_25_11_16_65,Precast concrete wall systems,2.7.1,Walls and partitions,default,
Ss_25_11_16_65,Precast concrete wall systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_11_16_65,Precast concrete wall systems,2.7.2,Balustrades and handrails,,
Ss_25_11_16_65,Precast concrete wall systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_11_16_70,Reinforced concrete wall structure systems,2.5.2,External enclosing walls below ground level,,
Ss_25_11_16_70,Reinforced concrete wall structure systems,2.7.1,Walls and partitions,,
Ss_25_11_16_70,Reinforced concrete wall structure systems,1.1.5,Basement retaining walls,,
Ss_25_11_16_70,Reinforced concrete wall structure systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_11_16_70,Reinforced concrete wall structure systems,2.7.2,Balustrades and handrails,,
Ss_25_11_16_70,Reinforced concrete wall structure systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_11_16_80,Sprayed concrete wall structure systems,2.5.2,External enclosing walls below ground level,,
Ss_25_11_16_80,Sprayed concrete wall structure systems,2.7.1,Walls and partitions,,
Ss_25_11_16_80,Sprayed concrete wall structure systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_11_16_80,Sprayed concrete wall structure systems,2.7.2,Balustrades and handrails,,
Ss_25_11_16_80,Sprayed concrete wall structure systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_11_70_55,Non-stabilized rammed earth wall systems,2.5.2,External enclosing walls below ground level,,
Ss_25_11_70_55,Non-stabilized rammed earth wall systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_11_70_55,Non-stabilized rammed earth wall systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_11_70_85,Stabilized rammed earth wall systems,2.5.2,External enclosing walls below ground level,,
Ss_25_11_70_85,Stabilized rammed earth wall systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_11_70_85,Stabilized rammed earth wall systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_12_60_30,Fully-framed panel cubicle systems,2.7.4,Cubicles,default,unique
Ss_25_12_60_60,Panel cubicle systems,2.7.4,Cubicles,default,unique
Ss_25_12_60_65,Privacy screen systems,2.7.4,Cubicles,default,unique
Ss_25_12_65_50,Media wall systems,2.7.1,Walls and partitions,default,
Ss_25_12_65_50,Media wall systems,2.7.3,Moveable room dividers,,
Ss_25_12_65_65,Plasterboard panel partition systems,2.7.1,Walls and partitions,default,unique
Ss_25_12_65_85,Storage wall systems,2.7.1,Walls and partitions,default,
Ss_25_12_65_85,Storage wall systems,2.7.3,Moveable room dividers,,
Ss_25_12_80_65,Point-fixed structural glass wall systems,2.7.1,Walls and partitions,,
Ss_25_12_80_65,Point-fixed structural glass wall systems,2.5.3,Solar/rain screening,,
Ss_25_12_80_65,Point-fixed structural glass wall systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_12_80_65,Point-fixed structural glass wall systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_12_80_83,Stacked structural glass wall systems,2.7.1,Walls and partitions,,
Ss_25_12_80_83,Stacked structural glass wall systems,2.7.3,Moveable room dividers,default,
Ss_25_12_80_85,Suspended structural glass wall systems,2.7.1,Walls and partitions,,
Ss_25_12_80_85,Suspended structural glass wall systems,2.5.3,Solar/rain screening,,
Ss_25_12_80_85,Suspended structural glass wall systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_12_80_85,Suspended structural glass wall systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_13_33_33,Glass block wall systems,2.5.2,External enclosing walls below ground level,,
Ss_25_13_33_33,Glass block wall systems,2.7.1,Walls and partitions,,
Ss_25_13_33_33,Glass block wall systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_13_33_33,Glass block wall systems,2.7.2,Balustrades and handrails,,
Ss_25_13_33_64,Prefabricated glass block wall systems,2.5.2,External enclosing walls below ground level,,
Ss_25_13_33_64,Prefabricated glass block wall systems,2.7.1,Walls and partitions,,
Ss_25_13_33_64,Prefabricated glass block wall systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_13_33_64,Prefabricated glass block wall systems,2.7.2,Balustrades and handrails,,
Ss_25_13_50_11,Cavity wall insulation systems,2.5.2,External enclosing walls below ground level,,
Ss_25_13_50_11,Cavity wall insulation systems,2.7.1,Walls and partitions,,
Ss_25_13_50_11,Cavity wall insulation systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_13_50_49,Masonry exposed feature systems,2.5.2,External enclosing walls below ground level,,
Ss_25_13_50_49,Masonry exposed feature systems,8.4.2,Walls and screens,,
Ss_25_13_50_49,Masonry exposed feature systems,2.7.1,Walls and partitions,,
Ss_25_13_50_49,Masonry exposed feature systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_13_50_49,Masonry exposed feature systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_13_50_50,Masonry external wall external leaf systems,2.5.2,External enclosing walls below ground level,,
Ss_25_13_50_50,Masonry external wall external leaf systems,1.1.5,Basement retaining walls,,
Ss_25_13_50_50,Masonry external wall external leaf systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_13_50_50,Masonry external wall external leaf systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_13_50_51,Masonry external wall internal leaf systems,2.5.2,External enclosing walls below ground level,,
Ss_25_13_50_51,Masonry external wall internal leaf systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_13_50_51,Masonry external wall internal leaf systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_13_50_54,Masonry free-standing wall leaf systems,2.5.2,External enclosing walls below ground level,,
Ss_25_13_50_54,Masonry free-standing wall leaf systems,8.4.2,Walls and screens,,
Ss_25_13_50_54,Masonry free-standing wall leaf systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_13_50_54,Masonry free-standing wall leaf systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_13_50_56,Masonry internal partition systems,2.7.1,Walls and partitions,default,
Ss_25_13_50_56,Masonry internal partition systems,2.7.2,Balustrades and handrails,,
Ss_25_13_85_30,Framed straw bale wall systems,2.5.2,External enclosing walls below ground level,,
Ss_25_13_85_30,Framed straw bale wall systems,2.7.1,Walls and partitions,,
Ss_25_13_85_30,Framed straw bale wall systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_13_85_30,Framed straw bale wall systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_13_85_95,Unframed straw bale wall systems,2.5.2,External enclosing walls below ground level,,
Ss_25_13_85_95,Unframed straw bale wall systems,2.7.1,Walls and partitions,,
Ss_25_13_85_95,Unframed straw bale wall systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_13_85_95,Unframed straw bale wall systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_14_63_08,Board or palisade fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_08,Board or palisade fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_11,Carbon steel continuous bar fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_11,Carbon steel continuous bar fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_51,Metal post and rail fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_51,Metal post and rail fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_52,Metal vertical pale fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_52,Metal vertical pale fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_56,Natural hurdle fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_56,Natural hurdle fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_62,Post and panel fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_62,Post and panel fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_63,Post and rail fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_63,Post and rail fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_64,Precast concrete palisade fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_64,Precast concrete palisade fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_65,Precast concrete post and panel fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_65,Precast concrete post and panel fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_66,Precast concrete post and rail fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_66,Precast concrete post and rail fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_67,Prefabricated wood or plastics panel fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_67,Prefabricated wood or plastics panel fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_84,Steel hurdle fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_84,Steel hurdle fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_85,Steel palisade panel fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_85,Steel palisade panel fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_86,Steel vertical bar fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_86,Steel vertical bar fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_95,Wood close boarded fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_95,Wood close boarded fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_96,Wood palisade fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_96,Wood palisade fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_97,Wood post and rail fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_97,Wood post and rail fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_63_98,Wrought iron panel fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_63_98,Wrought iron panel fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_12,Chain link fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_12,Chain link fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_14,Cleft chestnut pale fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_14,Cleft chestnut pale fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_15,Continuous mesh fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_15,Continuous mesh fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_24,Dropper pattern strained wire fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_24,Dropper pattern strained wire fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_27,Electric fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_27,Electric fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_28,Electric security fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_28,Electric security fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_33,General pattern strained wire fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_33,General pattern strained wire fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_34,General pattern wire mesh fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_34,General pattern wire mesh fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_51,Metal mesh panel fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_51,Metal mesh panel fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_70,Rope or chain fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_70,Rope or chain fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_80,Spring steel and high tensile wire mesh fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_80,Spring steel and high tensile wire mesh fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_14_67_97,Wire fencing systems,8.4.1,Fencing and railings,default,
Ss_25_14_67_97,Wire fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_15_60_05,Balustrade and guarding systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_05,Balustrade and guarding systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_05,Balustrade and guarding systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_15,Composite pedestrian parapet systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_15,Composite pedestrian parapet systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_15,Composite pedestrian parapet systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_16,Composite post and panel barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_16,Composite post and panel barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_16,Composite post and panel barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_17,Composite post and rail barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_17,Composite post and rail barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_17,Composite post and rail barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_18,Concrete post and rail barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_18,Concrete post and rail barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_18,Concrete post and rail barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
